VALUE,BPS_CODE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW
2480,16790,16790_75,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,715,5000,NA,626,87,13,NA,V-B
2481,17340,17340_75,North Pacific Alpine and Subalpine Bedrock and Scree,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2482,16011,16011_76,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2483,16012,16012_76,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,398,1036,NA,287,72,28,NA,V-A
2484,16030,16030_76,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2485,16041,16041_76,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2486,16042,16042_76,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,217,1430,NA,188,87,13,NA,IV-B
2487,16050,16050_76,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2488,16070,16070_76,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,715,205,NA,159,22,78,NA,III-B
2489,16080,16080_76,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2491,16150,16150_76,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2492,16170,16170_76,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2493,16181,16181_76,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2494,16211,16211_76,Western North American Boreal Black Spruce Dwarf-Tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2495,16212,16212_76,Western North American Boreal Black Spruce Dwarf-Tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2496,16220,16220_76,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2497,16290,16290_76,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2498,16371,16371_76,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2499,16380,16380_76,Alaska Arctic Mesic Alder Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2500,16390,16390_76,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2501,16400,16400_76,Aleutian Mesic-Wet Willow Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2502,16420,16420_76,Aleutian Kenai Birch-Cottonwood-Poplar Forest,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2503,16450,16450_74,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2504,16440,16440_76,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2505,16530,16530_78,Alaskan Pacific Maritime Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2506,16550,16550_78,Alaskan Pacific Maritime Floodplain Forest and Shrubland,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2508,16630,16630_76,North Pacific Shrub Swamp,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2509,16680,16680_76,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2511,16710,16710_76,Aleutian American Dunegrass Grassland,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2512,16790,16790_76,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,715,5000,NA,626,87,13,NA,V-B
2513,16821,16821_76,Alaska Arctic Scrub Birch-Ericaceous Shrubland-Infrequent Fire,Shrubland,905,NA,NA,905,100,NA,NA,V-B
2514,16830,16830_76,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2515,16850,16850_76,Alaska Arctic Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2516,16870,16870_76,Alaska Arctic Lichen Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2517,16901,16901_76,Alaska Arctic Dwarf-Shrubland-Frequent Fire,Shrubland,249,NA,NA,249,100,NA,NA,V-A
2518,16942,16942_76,Alaska Arctic Tussock Tundra-Infrequent Fire,Grassland,1023,NA,NA,1023,100,NA,NA,V-B
2519,16980,16980_76,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2520,16990,16990_76,Alaska Arctic Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2521,17010,17010_76,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2522,17020,17020_76,Alaska Arctic Wet Sedge-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2523,17050,17050_76,Alaska Arctic Sedge Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2524,17090,17090_76,Alaska Arctic Marine Beach and Beach Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2525,17110,17110_76,Alaska Arctic Tidal Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2527,17150,17150_76,Alaska Arctic Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2528,17160,17160_76,Aleutian Rocky Headland and Sea Cliff,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2529,17180,17180_76,Aleutian Mesic Alder-Salmonberry Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2530,17190,17190_76,Aleutian Crowberry-Herbaceous Heath,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2531,17200,17200_76,Aleutian Mixed Dwarf-Shrub-Herbaceous Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2532,17220,17220_76,Aleutian Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2533,17230,17230_76,Aleutian Wet Meadow and Herbaceous Peatland-Complex,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2534,17250,17250_76,Aleutian Marine Beach and Beach Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2535,17260,17260_76,Aleutian Tidal Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2536,17270,17270_76,Aleutian Shrub and Herbaceous Meadow Floodplain,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2537,17280,17280_76,Aleutian Floodplain Forest and Shrubland,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2538,17290,17290_76,Aleutian Floodplain Wetland,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2539,17300,17300_76,Aleutian Sparse Heath and Fell-Field,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2540,17310,17310_76,Aleutian Oval-leaf Blueberry Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2541,17320,17320_76,Aleutian Volcanic Rock and Talus,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2542,16012,16012_77,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,398,1036,NA,287,72,28,NA,V-A
2543,16030,16030_77,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2544,16042,16042_77,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,217,1430,NA,188,87,13,NA,IV-B
2545,16070,16070_77,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2546,16102,16102_77,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,300,NA,NA,300,100,NA,NA,V-A
2547,16430,16430_77,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2548,16440,16440_77,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2549,16450,16450_75,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2550,16481,16481_77,Alaskan Pacific Maritime Mountain Hemlock Forest-Northern,Conifer,1430,5000,NA,1112,78,22,NA,V-B
2551,16500,16500_78,Alaskan Pacific Maritime Periglacial Woodland and Shrubland,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2552,16520,16520_77,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2553,16540,16540_76,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2554,16540,16540_78,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2555,16560,16560_77,Alaskan Pacific Maritime Shrub and Herbaceous Floodplain Wetland,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2556,16590,16590_75,Alaskan Pacific Maritime Mountain Hemlock Peatland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2557,16590,16590_78,Alaskan Pacific Maritime Mountain Hemlock Peatland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2558,16600,16600_77,Alaskan Pacific Maritime Wet Low Shrubland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2560,16610,16610_77,Alaskan Pacific Maritime Fen and Wet Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2561,16620,16620_77,Temperate Pacific Freshwater Emergent Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2562,16630,16630_77,North Pacific Shrub Swamp,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2563,16650,16650_77,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2564,16680,16680_77,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2566,16760,16760_77,Alaskan Pacific Maritime Alpine Floodplain,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2567,16790,16790_77,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,715,5000,NA,626,87,13,NA,V-B
2568,16800,16800_77,Alaskan Pacific Maritime Avalanche Slope Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2569,16810,16810_77,Alaskan Pacific Maritime Poorly Drained Conifer Woodland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2570,16430,16430_78,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2571,16440,16440_78,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2572,16460,16460_75,Alaskan Pacific Maritime Western Hemlock Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2573,16481,16481_78,Alaskan Pacific Maritime Mountain Hemlock Forest-Northern,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2574,16510,16510_72,Aleutian Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2575,16510,16510_76,Aleutian Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2576,16520,16520_78,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2577,16540,16540_77,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2578,16550,16550_77,Alaskan Pacific Maritime Floodplain Forest and Shrubland,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2579,16570,16570_78,Alaskan Pacific Maritime Shore Pine Peatland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2580,16590,16590_77,Alaskan Pacific Maritime Mountain Hemlock Peatland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2581,16600,16600_75,Alaskan Pacific Maritime Wet Low Shrub,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2582,16600,16600_78,Alaskan Pacific Maritime Wet Low Shrubland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2584,16610,16610_78,Alaskan Pacific Maritime Fen and Wet Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2585,16620,16620_78,Temperate Pacific Freshwater Emergent Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2586,16630,16630_78,North Pacific Shrub Swamp,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2587,16650,16650_78,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2588,16680,16680_78,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2590,16800,16800_78,Alaskan Pacific Maritime Avalanche Slope Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2591,16810,16810_78,Alaskan Pacific Maritime Poorly Drained Conifer Woodland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2592,16320,16320_73,Western North American Boreal Alpine Talus and Bedrock,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2593,16320,16320_74,Western North American Boreal Alpine Talus and Bedrock,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2594,16320,16320_76,Western North American Boreal Alpine Talus and Bedrock,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2595,16320,16320_70,Western North American Boreal Alpine Talus and Bedrock,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2596,18040,18040_79,Hawaii Freshwater Marsh,NA,NA,NA,NA,NA,NA,NA,NA,NA
2597,18060,18060_79,Hawaii Bog,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,18080,18080_79,Hawaii Lowland Rainforest,NA,NA,1105,NA,1105,NA,100,NA,V-B
2599,18090,18090_79,Hawaii Montane Cloud Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,18100,18100_79,Hawaii Montane Rainforest,NA,18645,16984,NA,8813,48,52,NA,V-B
2601,18110,18110_79,Hawaii Wet Cliff and Ridge Crest Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,18130,18130_79,Hawaii Lowland Dry Forest,NA,81,28,NA,21,26,74,NA,I-C
2603,18140,18140_79,Hawaii Lowland Mesic Forest,NA,NA,507,NA,507,NA,100,NA,V-B
2604,18151,18151_79,Hawaii Montane-Subalpine Dry Forest and Woodland-Lava,NA,3295,471,NA,412,13,87,NA,V-A
2605,18160,18160_79,Hawaii Montane-Subalpine Mesic Forest,NA,NA,508,NA,508,NA,100,NA,V-B
2606,18170,18170_79,Hawaii Lowland Dry Shrubland,NA,81,NA,15,12,15,NA,85,I-B
2607,18180,18180_79,Hawaii Lowland Mesic Shrubland,NA,NA,51,NA,51,NA,100,NA,III-A
2608,18190,18190_79,Hawaii Lowland Dry Grassland,NA,NA,NA,21,21,NA,NA,100,I-C
2609,18200,18200_79,Hawaii Lowland Mesic Grassland,NA,NA,NA,60,60,NA,NA,100,III-A
2610,18210,18210_79,Hawaii Montane-Subalpine Dry Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,18220,18220_79,Hawaii Montane-Subalpine Dry Grassland,NA,NA,NA,104,104,NA,NA,100,III-B
2612,18230,18230_79,Hawaii Montane-Subalpine Mesic Grassland,NA,NA,NA,505,505,NA,NA,100,V-B
2613,18240,18240_79,Hawaii Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,18250,18250_79,Hawaii Dry Cliff,NA,NA,529,NA,529,NA,100,NA,V-B
2615,18260,18260_79,Hawaii Dry Coastal Strand,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,18270,18270_79,Hawaii Wet-Mesic Coastal Strand,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,18280,18280_79,Hawaii Subalpine Mesic Shrubland,NA,NA,51,NA,51,NA,100,NA,III-A
2700,10803,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,151,NA,NA,151,100,NA,NA,IV-B
2701,10804,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,NA,NA,120,100,NA,NA,IV-B
2719,10432,10432_2_3,Mediterranean California Mixed Evergreen Forest-Coastal,Conifer,221,60,252,40,18,66,16,III-A
2723,13620,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,355,680,12,11,3,2,95,I-B
2724,13622,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,NA,40,34,15,NA,85,I-C
